,contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
0,T220304P00015000,15.0,USD,0.02,0.0,0.0,12,0.0,0.01,REGULAR,03/03/2022,"02/16/2022, 12:25",1.625001875,False,
1,T220304P00017000,17.0,USD,0.02,0.0,0.0,186,0.0,0.02,REGULAR,03/03/2022,"02/14/2022, 13:24",1.3437532812499997,False,2.0
2,T220304P00018000,18.0,USD,0.02,0.0,0.0,260,0.0,0.02,REGULAR,03/03/2022,"02/18/2022, 13:04",1.125004375,False,140.0
3,T220304P00019000,19.0,USD,0.01,0.0,0.0,1301,0.0,0.01,REGULAR,03/03/2022,"02/25/2022, 13:25",0.8437515624999999,False,843.0
4,T220304P00019500,19.5,USD,0.01,0.0,0.0,1249,0.0,0.02,REGULAR,03/03/2022,"02/25/2022, 12:38",0.8281267187499999,False,166.0
5,T220304P00020000,20.0,USD,0.01,0.0,0.0,771,0.0,0.01,REGULAR,03/03/2022,"02/28/2022, 15:21",0.6562534375000001,False,374.0
6,T220304P00020500,20.5,USD,0.01,0.0,0.0,1391,0.0,0.01,REGULAR,03/03/2022,"03/01/2022, 10:53",0.5625043750000001,False,85.0
7,T220304P00021000,21.0,USD,0.01,0.0,0.0,1281,0.01,0.02,REGULAR,03/03/2022,"03/01/2022, 14:15",0.57812921875,False,25.0
8,T220304P00021500,21.5,USD,0.03,0.0,0.0,2265,0.02,0.03,REGULAR,03/03/2022,"03/01/2022, 14:55",0.523442265625,False,414.0
9,T220304P00022000,22.0,USD,0.05,0.010000002,25.000006,2026,0.04,0.05,REGULAR,03/03/2022,"03/01/2022, 15:59",0.48438015625,False,382.0
10,T220304P00022500,22.5,USD,0.09,0.020000003,28.571432,2778,0.07,0.08,REGULAR,03/03/2022,"03/01/2022, 15:53",0.41797457031249996,False,789.0
11,T220304P00023000,23.0,USD,0.14,0.030000001,27.272728,4656,0.14,0.15,REGULAR,03/03/2022,"03/01/2022, 15:59",0.3632876171875,False,1783.0
12,T220304P00023500,23.5,USD,0.32,0.08999999,39.13043,5261,0.29,0.31,REGULAR,03/03/2022,"03/01/2022, 15:58",0.33008482421874996,False,1584.0
13,T220304P00024000,24.0,USD,0.67,0.20000002,42.553196,2645,0.57,0.6,REGULAR,03/03/2022,"03/01/2022, 15:52",0.31250687499999996,True,820.0
14,T220304P00024500,24.5,USD,1.05,-0.05000007,-4.545461,1069,0.97,1.05,REGULAR,03/03/2022,"03/01/2022, 15:37",0.38477177734374995,True,17.0
15,T220304P00025000,25.0,USD,1.54,0.18999994,14.07407,630,1.44,1.52,REGULAR,03/03/2022,"03/01/2022, 15:56",0.4414118359375,True,44.0
16,T220304P00025500,25.5,USD,2.04,0.099999905,5.154634,174,1.94,2.02,REGULAR,03/03/2022,"03/01/2022, 15:55",0.5468795312500001,True,25.0
17,T220304P00026000,26.0,USD,2.64,0.09000015,3.5294178,268,2.43,2.59,REGULAR,03/03/2022,"03/01/2022, 13:19",0.6093789062500001,True,8.0
18,T220304P00026500,26.5,USD,3.33,0.32999992,10.999998,83,2.95,3.1,REGULAR,03/03/2022,"03/01/2022, 11:57",0.7500025,True,1.0
19,T220304P00027000,27.0,USD,3.48,0.00999999,0.28818417,76,3.4,3.6,REGULAR,03/03/2022,"03/01/2022, 14:53",0.7421900781249999,True,2.0
20,T220304P00027500,27.5,USD,4.1,0.19999981,5.1282,446,3.9,4.05,REGULAR,03/03/2022,"03/01/2022, 11:17",0.6250037500000001,True,137.0
21,T220304P00028000,28.0,USD,4.45,0.0,0.0,27,4.45,4.55,REGULAR,03/03/2022,"02/28/2022, 12:37",0.8984385156249999,True,11.0
22,T220304P00028500,28.5,USD,5.05,0.0,0.0,16,4.9,5.05,REGULAR,03/03/2022,"02/28/2022, 09:33",0.7500025,True,35.0
23,T220304P00029000,29.0,USD,5.6,0.0,0.0,31,5.4,5.55,REGULAR,03/03/2022,"02/24/2022, 15:50",0.8125018749999999,True,7.0
24,T220304P00029500,29.5,USD,5.75,0.0,0.0,0,5.9,6.05,REGULAR,03/03/2022,"02/17/2022, 10:34",0.87500125,True,1.0
25,T220304P00030000,30.0,USD,6.06,0.0,0.0,7,6.45,6.55,REGULAR,03/03/2022,"02/25/2022, 12:04",1.171879140625,True,19.0
26,T220304P00030500,30.5,USD,6.0,0.0,0.0,0,6.9,7.05,REGULAR,03/03/2022,"02/02/2022, 15:29",0.9687503125,True,4.0
27,T220304P00031000,31.0,USD,7.15,0.0,0.0,2,7.45,7.55,REGULAR,03/03/2022,"02/07/2022, 11:31",1.3125034374999998,True,1.0
28,T220304P00031500,31.5,USD,7.5,0.0,0.0,0,7.9,8.05,REGULAR,03/03/2022,"02/14/2022, 14:41",1.0625046875000002,True,1.0
29,T220304P00032000,32.0,USD,7.85,0.0,0.0,0,8.4,8.6,REGULAR,03/03/2022,"02/15/2022, 10:01",1.4296903515625,True,
30,T220304P00032500,32.5,USD,8.95,0.0,0.0,0,8.95,9.05,REGULAR,03/03/2022,"02/23/2022, 15:50",1.484377578125,True,1.0
