,contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
0,FB220225P00100000,100.0,USD,0.01,0.0,0.0,1.0,213,0.0,0.01,REGULAR,1645747200,1645562583,2.0625048437499998,False
1,FB220225P00120000,120.0,USD,0.01,0.0,0.0,24.0,86,0.0,0.01,REGULAR,1645747200,1645203677,1.5625021874999998,False
2,FB220225P00125000,125.0,USD,0.01,0.0,0.0,1.0,7,0.0,0.01,REGULAR,1645747200,1645540602,1.4375028125,False
3,FB220225P00130000,130.0,USD,0.01,-0.01,-50.0,8.0,209,0.0,0.01,REGULAR,1645747200,1645554595,1.3437532812499997,False
4,FB220225P00135000,135.0,USD,0.02,0.0,0.0,10.0,284,0.0,0.02,REGULAR,1645747200,1645540540,1.3125034374999998,False
5,FB220225P00140000,140.0,USD,0.01,-0.01,-50.0,12.0,285,0.0,0.02,REGULAR,1645747200,1645557085,1.1875040625,False
6,FB220225P00145000,145.0,USD,0.02,-0.01,-33.333336,7.0,1613,0.0,0.02,REGULAR,1645747200,1645541875,1.09375453125,False
7,FB220225P00150000,150.0,USD,0.01,-0.03,-75.0,1065.0,1616,0.0,0.01,REGULAR,1645747200,1645562954,0.937500625,False
8,FB220225P00160000,160.0,USD,0.01,-0.04,-79.99999,413.0,2458,0.01,0.03,REGULAR,1645747200,1645563230,0.8437515624999999,False
9,FB220225P00165000,165.0,USD,0.02,-0.06,-75.0,543.0,783,0.02,0.03,REGULAR,1645747200,1645562005,0.7578149218750001,False
10,FB220225P00170000,170.0,USD,0.03,-0.07,-70.0,771.0,663,0.03,0.05,REGULAR,1645747200,1645561596,0.6953155468750001,False
11,FB220225P00172500,172.5,USD,0.04,-0.1,-71.42857,847.0,358,0.05,0.05,REGULAR,1645747200,1645562533,0.6640658593750002,False
12,FB220225P00175000,175.0,USD,0.08,-0.08,-50.0,658.0,689,0.07,0.08,REGULAR,1645747200,1645563159,0.6445348046875,False
13,FB220225P00177500,177.5,USD,0.09,-0.11999999,-57.142853,698.0,226,0.11,0.12,REGULAR,1645747200,1645562506,0.6289099609375001,False
14,FB220225P00180000,180.0,USD,0.15,-0.120000005,-44.444443,2122.0,1495,0.15,0.16,REGULAR,1645747200,1645563405,0.6015664843750002,False
15,FB220225P00182500,182.5,USD,0.23,-0.11999999,-34.285713,909.0,284,0.22,0.24,REGULAR,1645747200,1645563357,0.5830119824218749,False
16,FB220225P00185000,185.0,USD,0.35,-0.13,-27.083334,1815.0,1308,0.33,0.35,REGULAR,1645747200,1645563456,0.5649457568359376,False
17,FB220225P00187500,187.5,USD,0.52,-0.09000003,-14.754103,2196.0,1701,0.5,0.53,REGULAR,1645747200,1645563513,0.551762294921875,False
18,FB220225P00190000,190.0,USD,0.76,-0.060000002,-7.317074,11328.0,2599,0.76,0.77,REGULAR,1645747200,1645563531,0.5380905566406251,False
19,FB220225P00192500,192.5,USD,1.1,-0.029999971,-2.6548648,1928.0,1518,1.09,1.14,REGULAR,1645747200,1645563493,0.5239305419921875,False
20,FB220225P00195000,195.0,USD,1.57,0.08000004,5.3691306,8374.0,2737,1.57,1.58,REGULAR,1645747200,1645563539,0.5065967309570312,False
